0610009B22Rik	1	chr11	-	51685386	51688874	51686092,	51688690,
4921524L21Rik	0	chr18	+	6603629	6638966	6603676,6619410,6620245,6623524,6624053,6626531,6629691,6630165,6635944,	6619307,6620104,6623466,6623954,6626323,6629481,6630053,6635815,6638599,
4921536K21Rik	0	chr11	-	3886088	3895098	3888309,3890147,	3890039,3894840,
4921539E11Rik	0	chr4	-	103230445	103290863	103231515,103235811,103237000,103242905,103255575,103266452,103270851,103284479,	103235631,103236931,103242761,103255511,103266340,103270706,103284388,103290299,
4922502D21Rik	0	chr6	-	129322164	129331796	129323058,129325717,129326843,129331034,	129325608,129326656,129330948,129331495,
4930402F06Rik	1	chr2	-	35375562	35397175	35376351,35380526,35385669,35389610,35390557,	35380383,35385619,35389578,35390474,35396906,
4930402H24Rik	0	chr2	-	130706200	130840134	130709318,130710031,130710877,130712462,130713026,130713503,130717347,130719975,130727185,130730914,130736625,130737467,130739098,130739469,130740489,130741963,130748788,130764540,130765738,130767680,130770789,130775104,130775771,130777281,130778504,130784460,130785540,130791987,130794044,130798265,130806948,130810928,130812941,130814303,130820588,130822500,	130709938,130710812,130712260,130712952,130713397,130717261,130719840,130727148,130730789,130736467,130737379,130738981,130739371,130740401,130741817,130748685,130764453,130765688,130767610,130770672,130775059,130775727,130777205,130778417,130784424,130785459,130791852,130793989,130798167,130806871,130810822,130812845,130814179,130820469,130822421,130839964,
4930404H24Rik	0	chr2	+	153492790	153493841	153492889,	153493611,
4930404N11Rik	0	chr10	-	81364024	81365816	81364236,81364667,81364980,	81364542,81364742,81365704,
4930407I10Rik	0	chr15	+	82059151	82066540	82059398,	82062114,
4930412O13Rik	0	chr2	+	9881252	9883921	9881679,9881941,9882864,9883141,	9881766,9882543,9883007,9883796,
4930415L06Rik	1	chrX	-	89930098	89932852	89932672,	89932811,
4930415O20Rik	0	chr15	+	98571004	98589580	98571124,98585392,98588697,	98585270,98588553,98589412,
4930430A15Rik	0	chr2	-	111193254	111229602	111193519,111194231,111194351,111198133,111200418,111204022,111204143,111211643,111214656,111215617,111218659,111220814,111225511,111228092,111228366,	111194159,111194323,111198064,111200351,111203950,111204115,111211547,111214584,111215584,111218595,111220677,111225405,111227919,111228252,111229174,
4930430F08Rik	0	chr10	-	100572265	100589395	100573760,100575886,100577358,100578431,100584009,100586308,	100575717,100577161,100578315,100583914,100586191,100589027,
4930432K21Rik	0	chr8	+	84148159	84172590	84148398,84148885,84159607,84161291,84162404,84167690,84170452,84171910,	84148838,84159445,84161213,84162300,84166581,84170355,84171818,84172161,
4930432M17Rik	0	chr3	+	121670762	121682982	121671215,121671421,121674140,121679629,121681384,	121671315,121674002,121679442,121681315,121682813,
4930433I11Rik	1	chr7	+	40987555	40995181	40987712,	40992916,
4930438A08Rik	1	chr11	+	58274799	58294289	58275087,58286724,58287486,58288414,58289766,58291579,	58286495,58287374,58288213,58289698,58291443,58293237,
4930444P10Rik	0	chr1	-	16065979	16093325	16066274,16068855,16078700,16080993,	16068800,16078568,16080830,16092974,
4930447A16Rik	0	chr15	+	37425554	37440644	37425813,37429856,37439615,	37429790,37439523,37440478,
4930447C04Rik	0	chr12	-	72881109	72917906	72881424,72885280,72889846,72892979,72895045,72898533,72898795,72902489,72903334,72906279,72907941,72909813,72910091,72913274,72915482,72916730,72916879,	72885223,72889708,72892804,72894984,72898487,72898710,72902413,72903216,72906191,72907821,72909771,72909904,72913185,72915356,72916674,72916823,72917708,
4930447F04Rik	0	chrX	-	66303361	66304224	66303816,	66303978,
4930449I24Rik	1	chr5	+	146502399	146505183	146502559,146502945,146503532,146504370,	146502743,146503485,146504177,146504622,
4930451I11Rik	0	chr7	-	126830468	126831496	126830618,126830797,126831027,	126830710,126830872,126831411,
4930453N24Rik	0	chr16	-	64762136	64771161	64766993,64769162,	64768924,64770737,
4930455H04Rik	0	chr3	+	116968267	116984406	116968599,116970276,	116970203,116983473,
4930467E23Rik	1	chr8	+	19729576	19753527	19730002,19732820,19733821,19734780,19735861,19736633,19747797,19749477,19751665,	19732706,19733648,19734698,19735703,19736581,19747761,19749416,19751632,19752158,
4930469K13Rik	0	chr11	-	34091281	34098545	34091474,34091647,34094422,34096845,	34091560,34094292,34096752,34098516,
4930470P17Rik	0	chr2	-	170579418	170602017	170579831,	170601037,
4930474N05Rik	1	chr14	+	36094917	36098281	36095171,36095494,	36095322,36096397,
4930486L24Rik	1	chr13	-	60842612	60864475	60842976,60844426,60845242,60853324,60853662,60853878,60854949,	60844309,60845080,60853100,60853516,60853756,60854813,60864322,
4930502E18Rik	0	chrX	+	53724826	53738441	53725048,53727548,53733859,53736387,	53727367,53733727,53736275,53737666,
4930503B20Rik	1	chr3	-	146645193	146651317	146646429,	146650475,
4930503E14Rik	1	chr14	-	44163169	44171371	44163962,44169297,44170444,	44169166,44170282,44171174,
4930503L19Rik	0	chr18	-	70453140	70472480	70453388,70456544,70458448,70464064,70467485,70468517,70469777,70471979,	70456474,70458317,70463962,70467335,70467759,70469449,70471673,70472291,
4930505A04Rik	0	chr11	-	30426006	30471808	30426364,30427169,30446380,30454878,	30427054,30446227,30454671,30471742,
4930512M02Rik	0	chr11	-	11589223	11627824	11589362,11590119,11624711,	11590052,11624643,11627387,
4930513O06Rik	0	chrX	+	139086243	139093405	139086395,139091050,139091751,	139090685,139091611,139093262,
4930516K23Rik	1	chr7	-	104053600	104061445	104059635,	104061349,
4930519G04Rik	0	chr5	+	114853664	114883880	114853858,114857372,114860985,114861644,114863549,114870265,114870810,114872552,114874348,114878018,114879598,	114857322,114860806,114861591,114863465,114870155,114870719,114872528,114874280,114877965,114879509,114882795,
4930522H14Rik	0	chr4	-	109505337	109531297	109505825,109514865,109524457,109528042,	109514829,109524322,109527937,109531212,
4930522L14Rik	1	chr5	-	109735990	109751597	109737799,109739010,109739325,	109738950,109739199,109751595,
4930523C07Rik	0	chr1	+	160044384	160080208	160044753,160070803,	160070700,160075031,
4930524B15Rik	0	chr11	+	31965592	31979651	31965951,31973641,31975135,31976830,	31973556,31975037,31976786,31978242,
4930524N10Rik	0	chrX	-	154339225	154343392	154340013,154342851,	154342788,154343327,
4930539E08Rik	0	chr17	-	28896392	28915324	28898923,28899746,28901195,28902075,28903022,28903308,28904650,28905495,28905755,28908387,28909872,	28899483,28901131,28901950,28902773,28903247,28904516,28905255,28905691,28908268,28909292,28915169,
4930544D05Rik	0	chr11	+	70615910	70616877	70616004,70616304,70616605,	70616104,70616398,70616758,
4930548H24Rik	0	chr5	+	31485859	31488476	31486304,	31487282,
4930550C14Rik	0	chr9	+	53405286	53432803	53405325,53408142,53411839,53414392,53421769,53423018,53425693,53428190,	53408053,53411747,53414339,53421569,53422888,53425523,53428135,53432403,
4930550L24Rik	1	chrX	+	58909360	58920304	58909419,58911561,	58911409,58918834,
4930555G01Rik	1	chr14	+	5050629	5059243	5050840,5051735,5052827,5053684,	5051573,5052696,5053501,5057870,
4930556J24Rik	0	chr11	-	3937541	3976778	3938175,	3976194,
4930558C23Rik	0	chr3	-	95386461	95402841	95387055,	95402706,
4930558K02Rik	0	chr1	-	161942086	161979636	161942535,161949642,161952667,161957176,161964906,161967996,	161949584,161952600,161957093,161964822,161967911,161979486,
4930562C15Rik	1	chr16	+	4835416	4867686	4836008,4847530,4849098,4849357,4850946,4851557,4851969,4853992,4854993,4861082,4861585,4863195,4864391,4864667,4866284,	4847426,4849018,4849271,4849440,4851472,4851859,4853918,4854829,4860964,4861523,4863103,4864220,4864574,4866204,4867295,
4930563M21Rik	0	chr9	-	55962589	56010550	55962882,55973770,55973892,55974021,55975197,55977937,55978766,55980899,55982511,55983375,55987638,55988037,55989476,55990148,55991359,55993824,55994715,55999926,56002524,56002654,56003073,56004080,56007309,56009312,	55973690,55973851,55973983,55975084,55977916,55978702,55980798,55982487,55983317,55987570,55987930,55989452,55990102,55991252,55993800,55994651,55999840,56002441,56002616,56002960,56003976,56007285,56009245,56010472,
4930564D02Rik	0	chr3	+	105066844	105078806	105066885,105068376,105077678,105077846,	105068307,105077632,105077777,105078299,
4930568D16Rik	1	chr2	-	35354218	35367729	35355036,35355645,35362367,35364789,35366284,	35355508,35362320,35364754,35366199,35367630,
4930572O03Rik	1	chr5	-	15652286	15657059	15652785,15653709,15654483,15655863,	15653529,15654340,15655704,15656876,
4930578G10Rik	0	chr4	+	42735545	42845996	42735603,42735952,42761103,42812540,	42735867,42760976,42812308,42845889,
4930578I06Rik	1	chr14	-	63971122	63987780	63971464,63973536,63986277,	63973121,63986085,63987700,
4930579F01Rik	0	chr3	-	138164078	138239663	138164535,138165860,138173723,138174793,138176601,138179562,138183790,138188478,138193823,138237713,	138165817,138173522,138174712,138176458,138179498,138183584,138188389,138193595,138237601,138239489,
4930579G24Rik	0	chr3	+	79629079	79632820	79629356,	79631129,
4930583I09Rik	0	chr17	-	64832523	64836071	64832756,64834344,64834614,	64834272,64834426,64835938,
4930590J08Rik	1	chr6	+	91904233	91950725	91904356,91906537,91914218,91915236,91916391,91917139,91917716,91918203,91919320,91923164,91923570,91928800,91933206,91934691,91942584,91944271,91945507,91949383,91950065,	91906401,91914163,91914568,91916251,91917023,91917708,91918071,91919051,91923015,91923450,91928669,91933083,91934448,91942281,91944164,91945365,91949288,91949931,91950544,
4930595D18Rik	0	chr12	-	111159850	111184491	111160379,111161859,111175006,	111161759,111174909,111184403,
4930595M18Rik	1	chrX	-	81419575	81458121	81421102,81422750,81426084,	81422574,81425890,81457378,
4930596D02Rik	1	chr14	-	35809488	35811978	35810269,35811659,	35811463,35811798,
4931400O07Rik	0	chrX	+	62467991	62468812	62468296,	62468472,
4931406B18Rik	1	chr7	-	43492044	43505938	43494171,43495734,43497911,43498332,43499454,43501306,43504284,	43495601,43497809,43498051,43499173,43501016,43504183,43505291,
4931406C07Rik	0	chr9	-	15283337	15306448	15284991,15287472,15290816,15292176,15294533,15294759,15297941,15301513,	15287356,15290667,15292000,15294432,15294686,15297843,15301367,15306214,
4931406P16Rik	0	chr7	-	34236707	34313551	34239237,34239822,34240646,34242405,34245978,34248232,34254084,34256570,34257508,34257727,34258153,34263750,34285953,	34239744,34240509,34242240,34244966,34248107,34253987,34256412,34257347,34257632,34258013,34263553,34284702,34313487,
4931408C20Rik	1	chr1	-	26681814	26687460	26685911,	26687241,
4931414P19Rik	0	chr14	-	54583663	54605993	54584706,54585091,54585755,54585997,54591439,54595951,	54584979,54585652,54585936,54591122,54595114,54605803,
4931422A03Rik	0	chr2	-	103992495	104028308	103992823,103993912,104026212,104027287,	103993885,104026130,104027222,104027778,
4931423N10Rik	0	chr2	+	23207476	23267129	23208104,23212507,23212833,23226988,23230246,23233890,23240954,23245125,23257003,23263743,	23212393,23212660,23226882,23230109,23233853,23240924,23245077,23256931,23263670,23266716,
4931428F04Rik	1	chr8	-	105280409	105289864	105282144,105283084,105283480,105284798,105285173,105285869,	105282987,105283175,105284666,105285030,105285256,105289404,
4931429L15Rik	0	chr9	-	46303361	46319986	46303660,46304076,46304301,46305198,46305858,46306960,46308992,46309445,46310313,46311633,46316056,46316727,	46303991,46304163,46305025,46305705,46306822,46308755,46309327,46310225,46311556,46315834,46316548,46319869,
4932414N04Rik	1	chr2	+	68657884	68748467	68658034,68659939,68662535,68664238,68664401,68666208,68667677,68688350,68689156,68690929,68692810,68694021,68696528,68708938,68711054,68711499,68716349,68717293,68729061,68729602,68731250,68732158,68732959,68736629,68739527,68741587,68744445,68745587,	68659869,68662439,68664204,68664329,68666135,68667584,68688280,68689060,68690859,68692717,68693951,68696320,68708857,68711021,68711376,68716136,68717122,68728991,68729485,68731066,68731951,68732844,68736503,68739313,68741368,68744234,68745377,68748340,
4932415D10Rik	0	chr10	-	82282116	82316582	82296860,82297958,82298623,	82297866,82298538,82316396,
4932429P05Rik	1	chrX	+	89752268	89755491	89752312,	89752444,
4932438A13Rik	0	chr3	+	36863106	37053033	36863348,36864485,36870124,36874314,36875528,36877738,36885543,36887300,36887868,36889902,36890945,36895415,36895884,36906782,36908249,36917773,36918549,36920033,36920286,36921427,36928662,36931135,36937168,36938574,36940872,36942463,36943369,36946506,36948578,36949212,36950059,36952238,36953983,36956766,36957169,36958885,36959548,36965026,36965671,36965994,36967350,36969288,36973450,36974326,36975762,36983544,36987677,36988315,36989888,36992727,36994981,36996553,36998434,37000121,37002667,37003934,37005007,37007196,37008592,37011004,37011794,37013010,37014528,37021556,37022474,37026343,37028255,37030081,37030748,37032526,37033401,37034754,37035977,37036836,37038662,37039537,37040471,37041159,37041480,37041921,37044832,37046437,37048160,37048648,37050928,	36864387,36869998,36874198,36875450,36877674,36885357,36887219,36887675,36889823,36890795,36895259,36895806,36906691,36908132,36917618,36918452,36919855,36920180,36921219,36928435,36930998,36936989,36938446,36940753,36942183,36943119,36946248,36947741,36949142,36949886,36952118,36953837,36956639,36956970,36958688,36959337,36964875,36965521,36965842,36967110,36969146,36973231,36974168,36975587,36983369,36986971,36988070,36989795,36992677,36994775,36996315,36998190,37000016,37002570,37003749,37004839,37006985,37008394,37010945,37011568,37012880,37014405,37021447,37022384,37026090,37028040,37029901,37030547,37032365,37033262,37034553,37035777,37036657,37038525,37039280,37040321,37041002,37041288,37041704,37044581,37046234,37047966,37048514,37050763,37052324,
4932438H23Rik	0	chr16	-	91053935	91069145	91056256,	91069032,
4933400A11Rik	1	chrX	-	169776257	169779592	169777398,	169779518,
4933402D24Rik	0	chr1	-	63754907	63769267	63756419,63768542,	63768385,63769181,
4933402E13Rik	1	chrX	+	62283499	62292078	62283553,62289439,62290234,	62289351,62290162,62290365,
4933402J07Rik	0	chr8	+	87563853	87589424	87564162,87567974,87568611,87582622,87586253,	87567870,87568488,87582587,87586001,87588949,
4933402N03Rik	1	chr7	-	131137713	131146314	131139212,131145922,	131145847,131146065,
4933402N22Rik	1	chr5	+	11918043	11922788	11918147,11919355,11920778,11921572,	11919196,11920629,11921400,11922285,
4933403O08Rik	1	chrX	+	112239049	112243852	112239071,112241454,	112240494,112243317,
4933405L10Rik	0	chr8	+	105708291	105710246	105708515,105709013,105709584,	105708796,105709400,105709661,
4933406M09Rik	0	chr1	+	134385940	134390981	134386227,134388005,134388840,	134387875,134388684,134389790,
4933407L21Rik	0	chr1	+	85928483	85931754	85929092,85930536,	85930471,85931285,
4933408B17Rik	0	chr18	-	34579846	34597468	34580244,34580977,34584906,34586331,34593060,	34580800,34584838,34586242,34592915,34595989,
4933409G03Rik	0	chr2	+	68582413	68616463	68582519,68583034,68583210,68588817,68588987,68591530,68592824,68601939,68605814,68606238,68606543,68613062,68614330,68614750,68615156,68615523,	68583006,68583117,68588791,68588912,68591460,68592761,68601731,68605763,68606189,68606513,68613013,68614300,68614701,68615090,68615477,68616180,
4933414I15Rik	0	chr11	-	50940711	50943765	50942752,	50943602,
4933417A18Rik	0	chr13	+	34924409	34953197	34924711,34932643,34944398,34951525,	34932445,34944176,34951465,34952939,
4933421I07Rik	0	chr7	-	42445462	42448120	42446439,42446994,42447753,	42446947,42447551,42447937,
4933424G06Rik	0	chr1	+	36714538	36757953	36714697,36718884,36723451,36725298,36733949,36742376,36744661,36746571,	36718822,36723365,36725215,36733848,36742278,36744511,36746362,36757790,
4933425L06Rik	0	chr13	+	105082122	105121782	105082350,105100585,105109856,105111245,105112517,105118798,105119997,	105100434,105109276,105111098,105112352,105118651,105119811,105121237,
4933427D14Rik	1	chr11	-	72154097	72207431	72155438,72159016,72159520,72165598,72166823,72168802,72169859,72175292,72175576,72176780,72178571,72180626,72189758,72191634,72194622,72195889,72198963,72202554,	72158792,72159400,72165517,72166638,72168716,72169781,72175203,72175487,72176661,72178405,72180403,72189548,72191419,72194560,72195783,72198363,72202412,72207196,
4933428G20Rik	0	chr11	-	97490783	97500340	97491137,97493414,	97492598,97500088,
4933428M09Rik	0	chrX	+	139179228	139181009	139180061,	139180818,
4933430I17Rik	0	chr4	+	62525369	62547993	62525396,62525878,62532404,62532660,62536568,62538963,62540482,62541966,62542783,62543215,62543501,62543739,62546141,62547328,	62525782,62532252,62532516,62536511,62538863,62540419,62541803,62542636,62543128,62543455,62543697,62546020,62547265,62547533,
4933434E20Rik	1	chr3	+	90052814	90063341	90053119,90053609,90056324,90056582,90058651,90058800,	90053508,90056207,90056529,90058485,90058742,90061638,
4933436I01Rik	0	chrX	-	67919864	67921450	67921107,	67921269,
5031410I06Rik	1	chr5	-	26098668	26105362	26100964,26101892,26102671,26104163,	26101709,26102528,26104004,26105153,
5031439G07Rik	0	chr15	-	84943936	84988000	84949278,84949709,84950774,84953321,84954042,84955491,84955723,84955928,84960621,	84949551,84950612,84953130,84953902,84955390,84955646,84955806,84960470,84987609,
